"행정구역","2016년_계_총인구수","2016년_계_연령구간인구수","2016년_계_0~9세","2016년_계_10~19세","2016년_계_20~29세","2016년_계_30~39세","2016년_계_40~49세","2016년_계_50~59세","2016년_계_60~69세","2016년_계_70~79세","2016년_계_80~89세","2016년_계_90~99세","2016년_계_100세 이상","2016년_남_총인구수","2016년_남_연령구간인구수","2016년_남_0~9세","2016년_남_10~19세","2016년_남_20~29세","2016년_남_30~39세","2016년_남_40~49세","2016년_남_50~59세","2016년_남_60~69세","2016년_남_70~79세","2016년_남_80~89세","2016년_남_90~99세","2016년_남_100세 이상","2016년_여_총인구수","2016년_여_연령구간인구수","2016년_여_0~9세","2016년_여_10~19세","2016년_여_20~29세","2016년_여_30~39세","2016년_여_40~49세","2016년_여_50~59세","2016년_여_60~69세","2016년_여_70~79세","2016년_여_80~89세","2016년_여_90~99세","2016년_여_100세 이상","2017년_계_총인구수","2017년_계_연령구간인구수","2017년_계_0~9세","2017년_계_10~19세","2017년_계_20~29세","2017년_계_30~39세","2017년_계_40~49세","2017년_계_50~59세","2017년_계_60~69세","2017년_계_70~79세","2017년_계_80~89세","2017년_계_90~99세","2017년_계_100세 이상","2017년_남_총인구수","2017년_남_연령구간인구수","2017년_남_0~9세","2017년_남_10~19세","2017년_남_20~29세","2017년_남_30~39세","2017년_남_40~49세","2017년_남_50~59세","2017년_남_60~69세","2017년_남_70~79세","2017년_남_80~89세","2017년_남_90~99세","2017년_남_100세 이상","2017년_여_총인구수","2017년_여_연령구간인구수","2017년_여_0~9세","2017년_여_10~19세","2017년_여_20~29세","2017년_여_30~39세","2017년_여_40~49세","2017년_여_50~59세","2017년_여_60~69세","2017년_여_70~79세","2017년_여_80~89세","2017년_여_90~99세","2017년_여_100세 이상","2018년_계_총인구수","2018년_계_연령구간인구수","2018년_계_0~9세","2018년_계_10~19세","2018년_계_20~29세","2018년_계_30~39세","2018년_계_40~49세","2018년_계_50~59세","2018년_계_60~69세","2018년_계_70~79세","2018년_계_80~89세","2018년_계_90~99세","2018년_계_100세 이상","2018년_남_총인구수","2018년_남_연령구간인구수","2018년_남_0~9세","2018년_남_10~19세","2018년_남_20~29세","2018년_남_30~39세","2018년_남_40~49세","2018년_남_50~59세","2018년_남_60~69세","2018년_남_70~79세","2018년_남_80~89세","2018년_남_90~99세","2018년_남_100세 이상","2018년_여_총인구수","2018년_여_연령구간인구수","2018년_여_0~9세","2018년_여_10~19세","2018년_여_20~29세","2018년_여_30~39세","2018년_여_40~49세","2018년_여_50~59세","2018년_여_60~69세","2018년_여_70~79세","2018년_여_80~89세","2018년_여_90~99세","2018년_여_100세 이상","2019년_계_총인구수","2019년_계_연령구간인구수","2019년_계_0~9세","2019년_계_10~19세","2019년_계_20~29세","2019년_계_30~39세","2019년_계_40~49세","2019년_계_50~59세","2019년_계_60~69세","2019년_계_70~79세","2019년_계_80~89세","2019년_계_90~99세","2019년_계_100세 이상","2019년_남_총인구수","2019년_남_연령구간인구수","2019년_남_0~9세","2019년_남_10~19세","2019년_남_20~29세","2019년_남_30~39세","2019년_남_40~49세","2019년_남_50~59세","2019년_남_60~69세","2019년_남_70~79세","2019년_남_80~89세","2019년_남_90~99세","2019년_남_100세 이상","2019년_여_총인구수","2019년_여_연령구간인구수","2019년_여_0~9세","2019년_여_10~19세","2019년_여_20~29세","2019년_여_30~39세","2019년_여_40~49세","2019년_여_50~59세","2019년_여_60~69세","2019년_여_70~79세","2019년_여_80~89세","2019년_여_90~99세","2019년_여_100세 이상","2020년_계_총인구수","2020년_계_연령구간인구수","2020년_계_0~9세","2020년_계_10~19세","2020년_계_20~29세","2020년_계_30~39세","2020년_계_40~49세","2020년_계_50~59세","2020년_계_60~69세","2020년_계_70~79세","2020년_계_80~89세","2020년_계_90~99세","2020년_계_100세 이상","2020년_남_총인구수","2020년_남_연령구간인구수","2020년_남_0~9세","2020년_남_10~19세","2020년_남_20~29세","2020년_남_30~39세","2020년_남_40~49세","2020년_남_50~59세","2020년_남_60~69세","2020년_남_70~79세","2020년_남_80~89세","2020년_남_90~99세","2020년_남_100세 이상","2020년_여_총인구수","2020년_여_연령구간인구수","2020년_여_0~9세","2020년_여_10~19세","2020년_여_20~29세","2020년_여_30~39세","2020년_여_40~49세","2020년_여_50~59세","2020년_여_60~69세","2020년_여_70~79세","2020년_여_80~89세","2020년_여_90~99세","2020년_여_100세 이상","2021년_계_총인구수","2021년_계_연령구간인구수","2021년_계_0~9세","2021년_계_10~19세","2021년_계_20~29세","2021년_계_30~39세","2021년_계_40~49세","2021년_계_50~59세","2021년_계_60~69세","2021년_계_70~79세","2021년_계_80~89세","2021년_계_90~99세","2021년_계_100세 이상","2021년_남_총인구수","2021년_남_연령구간인구수","2021년_남_0~9세","2021년_남_10~19세","2021년_남_20~29세","2021년_남_30~39세","2021년_남_40~49세","2021년_남_50~59세","2021년_남_60~69세","2021년_남_70~79세","2021년_남_80~89세","2021년_남_90~99세","2021년_남_100세 이상","2021년_여_총인구수","2021년_여_연령구간인구수","2021년_여_0~9세","2021년_여_10~19세","2021년_여_20~29세","2021년_여_30~39세","2021년_여_40~49세","2021년_여_50~59세","2021년_여_60~69세","2021년_여_70~79세","2021년_여_80~89세","2021년_여_90~99세","2021년_여_100세 이상"
"전라남도 보성군 (4678000000)","44,469","44,469","2,614","3,380","3,579","3,611","5,104","7,418","7,070","7,244","3,903","498","48","21,503","21,503","1,324","1,759","1,974","1,943","2,968","3,958","3,432","2,821","1,203","115","6","22,966","22,966","1,290","1,621","1,605","1,668","2,136","3,460","3,638","4,423","2,700","383","42","43,755","43,755","2,411","3,212","3,493","3,311","5,027","7,293","7,114","7,154","4,148","540","52","21,153","21,153","1,226","1,684","1,925","1,761","2,905","3,928","3,480","2,847","1,265","123","9","22,602","22,602","1,185","1,528","1,568","1,550","2,122","3,365","3,634","4,307","2,883","417","43","42,803","42,803","2,175","3,001","3,420","3,117","4,702","7,225","7,235","6,955","4,347","574","52","20,725","20,725","1,112","1,553","1,901","1,664","2,700","3,935","3,551","2,857","1,316","127","9","22,078","22,078","1,063","1,448","1,519","1,453","2,002","3,290","3,684","4,098","3,031","447","43","41,420","41,420","1,939","2,772","3,162","2,777","4,418","6,919","7,401","6,800","4,558","631","43","20,063","20,063","995","1,403","1,777","1,482","2,504","3,844","3,669","2,833","1,414","136","6","21,357","21,357","944","1,369","1,385","1,295","1,914","3,075","3,732","3,967","3,144","495","37","40,482","40,482","1,759","2,604","2,988","2,539","4,158","6,676","7,620","6,646","4,739","714","39","19,719","19,719","925","1,329","1,676","1,367","2,388","3,714","3,837","2,834","1,493","150","6","20,763","20,763","834","1,275","1,312","1,172","1,770","2,962","3,783","3,812","3,246","564","33","39,375","39,375","1,517","2,481","2,741","2,303","3,894","6,510","7,771","6,434","4,917","787","20","19,221","19,221","793","1,267","1,589","1,226","2,203","3,659","3,976","2,786","1,553","165","4","20,154","20,154","724","1,214","1,152","1,077","1,691","2,851","3,795","3,648","3,364","622","16"
"전라남도 화순군 (4679000000)","65,303","65,303","4,505","7,198","6,846","6,198","10,101","10,926","7,797","7,670","3,602","435","25","32,113","32,113","2,294","3,758","3,540","3,162","5,441","5,969","3,850","2,906","1,092","98","3","33,190","33,190","2,211","3,440","3,306","3,036","4,660","4,957","3,947","4,764","2,510","337","22","64,680","64,680","4,162","6,850","7,019","5,836","9,722","11,044","7,972","7,682","3,882","483","28","31,838","31,838","2,120","3,570","3,676","2,960","5,221","6,030","4,002","2,970","1,167","119","3","32,842","32,842","2,042","3,280","3,343","2,876","4,501","5,014","3,970","4,712","2,715","364","25","63,933","63,933","3,902","6,445","7,042","5,510","9,211","11,214","8,305","7,595","4,147","532","30","31,488","31,488","1,992","3,361","3,730","2,797","4,850","6,126","4,246","3,006","1,244","134","2","32,445","32,445","1,910","3,084","3,312","2,713","4,361","5,088","4,059","4,589","2,903","398","28","62,737","62,737","3,668","6,096","6,827","4,989","8,681","11,206","8,731","7,528","4,411","569","31","31,061","31,061","1,873","3,188","3,686","2,544","4,560","6,124","4,528","3,064","1,346","146","2","31,676","31,676","1,795","2,908","3,141","2,445","4,121","5,082","4,203","4,464","3,065","423","29","62,522","62,522","3,490","5,659","6,822","4,745","8,267","11,256","9,473","7,485","4,645","644","36","30,906","30,906","1,771","2,935","3,700","2,413","4,301","6,140","4,959","3,111","1,426","147","3","31,616","31,616","1,719","2,724","3,122","2,332","3,966","5,116","4,514","4,374","3,219","497","33","62,624","62,624","3,251","5,500","6,714","4,656","7,888","11,426","10,201","7,236","5,010","721","21","30,910","30,910","1,647","2,865","3,625","2,398","4,017","6,212","5,387","3,069","1,522","166","2","31,714","31,714","1,604","2,635","3,089","2,258","3,871","5,214","4,814","4,167","3,488","555","19"
"전라남도 장흥군 (4680000000)","40,669","40,669","2,374","3,706","3,658","3,336","5,055","6,912","5,988","5,902","3,305","407","26","19,670","19,670","1,210","1,919","1,986","1,836","2,812","3,623","2,867","2,354","979","83","1","20,999","20,999","1,164","1,787","1,672","1,500","2,243","3,289","3,121","3,548","2,326","324","25","40,136","40,136","2,221","3,482","3,669","3,205","4,869","6,845","6,032","5,909","3,452","427","25","19,499","19,499","1,141","1,813","1,999","1,756","2,727","3,605","2,957","2,401","1,014","83","3","20,637","20,637","1,080","1,669","1,670","1,449","2,142","3,240","3,075","3,508","2,438","344","22","39,312","39,312","2,146","3,251","3,499","3,166","4,547","6,730","6,105","5,765","3,628","449","26","19,085","19,085","1,118","1,679","1,910","1,718","2,534","3,595","3,007","2,357","1,073","90","4","20,227","20,227","1,028","1,572","1,589","1,448","2,013","3,135","3,098","3,408","2,555","359","22","38,563","38,563","2,095","3,019","3,301","3,020","4,350","6,561","6,281","5,587","3,748","574","27","18,690","18,690","1,077","1,591","1,802","1,618","2,414","3,518","3,114","2,320","1,121","111","4","19,873","19,873","1,018","1,428","1,499","1,402","1,936","3,043","3,167","3,267","2,627","463","23","37,800","37,800","2,014","2,811","3,098","2,784","4,132","6,322","6,615","5,474","3,902","624","24","18,381","18,381","1,033","1,469","1,746","1,480","2,275","3,432","3,308","2,311","1,198","125","4","19,419","19,419","981","1,342","1,352","1,304","1,857","2,890","3,307","3,163","2,704","499","20","36,547","36,547","1,834","2,605","2,869","2,513","3,825","6,135","6,736","5,341","3,998","677","14","17,785","17,785","912","1,381","1,624","1,338","2,104","3,388","3,349","2,312","1,243","131","3","18,762","18,762","922","1,224","1,245","1,175","1,721","2,747","3,387","3,029","2,755","546","11"
"전라남도 강진군 (4681000000)","37,753","37,753","2,543","3,243","3,382","3,248","4,503","6,400","5,572","5,661","2,842","332","27","18,127","18,127","1,303","1,681","1,824","1,644","2,558","3,321","2,676","2,243","800","74","3","19,626","19,626","1,240","1,562","1,558","1,604","1,945","3,079","2,896","3,418","2,042","258","24","36,868","36,868","2,248","3,026","3,335","2,977","4,377","6,278","5,628","5,593","3,012","364","30","17,731","17,731","1,142","1,560","1,819","1,530","2,471","3,302","2,726","2,243","854","81","3","19,137","19,137","1,106","1,466","1,516","1,447","1,906","2,976","2,902","3,350","2,158","283","27","36,144","36,144","2,070","2,864","3,161","2,878","4,140","6,137","5,719","5,496","3,255","397","27","17,350","17,350","1,039","1,468","1,720","1,460","2,316","3,261","2,811","2,225","963","84","3","18,794","18,794","1,031","1,396","1,441","1,418","1,824","2,876","2,908","3,271","2,292","313","24","35,286","35,286","1,949","2,677","2,978","2,677","3,909","5,887","5,960","5,353","3,430","438","28","16,944","16,944","981","1,359","1,647","1,351","2,185","3,113","2,957","2,228","1,033","86","4","18,342","18,342","968","1,318","1,331","1,326","1,724","2,774","3,003","3,125","2,397","352","24","34,597","34,597","1,775","2,520","2,865","2,461","3,773","5,649","6,198","5,233","3,566","528","29","16,715","16,715","875","1,300","1,611","1,269","2,091","3,049","3,088","2,245","1,084","99","4","17,882","17,882","900","1,220","1,254","1,192","1,682","2,600","3,110","2,988","2,482","429","25","33,753","33,753","1,531","2,404","2,705","2,237","3,546","5,512","6,461","5,056","3,692","599","10","16,359","16,359","756","1,237","1,533","1,152","1,948","3,015","3,268","2,199","1,136","110","5","17,394","17,394","775","1,167","1,172","1,085","1,598","2,497","3,193","2,857","2,556","489","5"
"전라남도 해남군 (4682000000)","75,121","75,121","5,533","6,662","6,443","6,903","9,565","12,858","11,076","10,568","4,851","627","35","36,538","36,538","2,751","3,443","3,443","3,455","5,441","6,870","5,386","4,274","1,357","116","2","38,583","38,583","2,782","3,219","3,000","3,448","4,124","5,988","5,690","6,294","3,494","511","33","73,604","73,604","5,158","6,336","6,196","6,424","9,151","12,701","11,236","10,521","5,173","672","36","35,867","35,867","2,560","3,291","3,301","3,208","5,215","6,840","5,489","4,341","1,501","119","2","37,737","37,737","2,598","3,045","2,895","3,216","3,936","5,861","5,747","6,180","3,672","553","34","71,901","71,901","4,718","6,026","5,996","5,995","8,732","12,388","11,500","10,346","5,473","691","36","35,253","35,253","2,351","3,154","3,209","3,032","5,008","6,711","5,688","4,354","1,616","127","3","36,648","36,648","2,367","2,872","2,787","2,963","3,724","5,677","5,812","5,992","3,857","564","33","70,354","70,354","4,390","5,597","5,747","5,570","8,439","12,012","11,880","10,229","5,697","755","38","34,642","34,642","2,215","2,919","3,165","2,837","4,826","6,577","5,853","4,375","1,728","145","2","35,712","35,712","2,175","2,678","2,582","2,733","3,613","5,435","6,027","5,854","3,969","610","36","68,806","68,806","4,004","5,273","5,546","5,076","8,057","11,582","12,356","10,057","5,987","823","45","33,975","33,975","2,012","2,732","3,122","2,660","4,532","6,409","6,141","4,354","1,858","154","1","34,831","34,831","1,992","2,541","2,424","2,416","3,525","5,173","6,215","5,703","4,129","669","44","67,166","67,166","3,598","4,971","5,379","4,585","7,606","11,350","12,704","9,829","6,232","888","24","33,273","33,273","1,821","2,551","3,057","2,447","4,219","6,349","6,391","4,324","1,957","157","0","33,893","33,893","1,777","2,420","2,322","2,138","3,387","5,001","6,313","5,505","4,275","731","24"
"전라남도 영암군 (4683000000)","57,045","57,045","4,859","5,366","5,278","6,650","8,395","9,263","6,963","6,700","3,184","354","33","29,253","29,253","2,512","2,824","2,919","3,791","4,960","5,171","3,399","2,640","962","66","9","27,792","27,792","2,347","2,542","2,359","2,859","3,435","4,092","3,564","4,060","2,222","288","24","55,616","55,616","4,398","5,179","5,077","6,021","8,101","9,305","7,058","6,667","3,381","403","26","28,502","28,502","2,270","2,721","2,798","3,411","4,774","5,252","3,481","2,668","1,039","80","8","27,114","27,114","2,128","2,458","2,279","2,610","3,327","4,053","3,577","3,999","2,342","323","18","54,731","54,731","4,144","4,930","4,968","5,689","7,759","9,371","7,325","6,517","3,586","410","32","28,118","28,118","2,123","2,634","2,766","3,178","4,608","5,309","3,660","2,646","1,104","82","8","26,613","26,613","2,021","2,296","2,202","2,511","3,151","4,062","3,665","3,871","2,482","328","24","54,593","54,593","3,955","4,713","5,071","5,323","7,659","9,450","7,631","6,422","3,856","482","31","28,027","28,027","1,997","2,518","2,849","2,973","4,534","5,387","3,824","2,654","1,188","96","7","26,566","26,566","1,958","2,195","2,222","2,350","3,125","4,063","3,807","3,768","2,668","386","24","53,699","53,699","3,539","4,443","5,103","4,778","7,431","9,413","8,051","6,329","4,040","537","35","27,595","27,595","1,769","2,369","2,950","2,584","4,406","5,366","4,134","2,652","1,257","100","8","26,104","26,104","1,770","2,074","2,153","2,194","3,025","4,047","3,917","3,677","2,783","437","27","52,937","52,937","3,175","4,280","4,898","4,426","7,185","9,465","8,581","6,139","4,191","586","11","27,485","27,485","1,622","2,258","2,885","2,394","4,304","5,438","4,502","2,655","1,311","115","1","25,452","25,452","1,553","2,022","2,013","2,032","2,881","4,027","4,079","3,484","2,880","471","10"
"전라남도 무안군 (4684000000)","82,109","82,109","8,298","9,233","7,698","10,854","12,850","12,199","9,321","7,850","3,353","424","29","41,153","41,153","4,264","4,761","4,079","5,593","7,073","6,559","4,611","3,197","943","70","3","40,956","40,956","4,034","4,472","3,619","5,261","5,777","5,640","4,710","4,653","2,410","354","26","82,872","82,872","8,057","9,186","7,936","10,713","13,054","12,421","9,623","7,869","3,554","428","31","41,473","41,473","4,133","4,719","4,244","5,465","7,109","6,690","4,755","3,260","1,020","75","3","41,399","41,399","3,924","4,467","3,692","5,248","5,945","5,731","4,868","4,609","2,534","353","28","81,991","81,991","7,631","8,972","8,172","9,914","12,726","12,556","9,864","7,877","3,774","475","30","41,104","41,104","3,890","4,614","4,410","5,068","6,853","6,821","4,897","3,362","1,105","81","3","40,887","40,887","3,741","4,358","3,762","4,846","5,873","5,735","4,967","4,515","2,669","394","27","81,105","81,105","7,234","8,799","8,129","9,397","12,537","12,491","10,140","7,830","3,971","543","34","40,659","40,659","3,680","4,505","4,379","4,811","6,700","6,859","5,031","3,398","1,194","98","4","40,446","40,446","3,554","4,294","3,750","4,586","5,837","5,632","5,109","4,432","2,777","445","30","86,132","86,132","7,795","9,241","8,828","10,269","13,519","12,872","10,845","7,913","4,196","620","34","43,254","43,254","4,009","4,694","4,774","5,221","7,153","7,060","5,434","3,537","1,271","96","5","42,878","42,878","3,786","4,547","4,054","5,048","6,366","5,812","5,411","4,376","2,925","524","29","91,107","91,107","8,171","9,699","9,488","11,153","14,514","13,513","11,561","7,899","4,481","610","18","45,753","45,753","4,221","4,914","5,091","5,626","7,590","7,408","5,824","3,609","1,369","100","1","45,354","45,354","3,950","4,785","4,397","5,527","6,924","6,105","5,737","4,290","3,112","510","17"
"전라남도 함평군 (4686000000)","34,397","34,397","1,927","2,639","2,972","2,728","4,241","5,913","5,241","5,688","2,673","360","15","17,047","17,047","1,032","1,401","1,640","1,531","2,548","3,323","2,519","2,198","785","69","1","17,350","17,350","895","1,238","1,332","1,197","1,693","2,590","2,722","3,490","1,888","291","14","34,328","34,328","1,826","2,550","2,994","2,654","4,148","5,889","5,340","5,641","2,901","365","20","17,004","17,004","968","1,335","1,641","1,469","2,491","3,327","2,610","2,224","867","71","1","17,324","17,324","858","1,215","1,353","1,185","1,657","2,562","2,730","3,417","2,034","294","19","33,420","33,420","1,644","2,394","2,800","2,492","3,892","5,806","5,490","5,432","3,046","401","23","16,642","16,642","874","1,266","1,564","1,377","2,317","3,326","2,751","2,187","901","78","1","16,778","16,778","770","1,128","1,236","1,115","1,575","2,480","2,739","3,245","2,145","323","22","32,861","32,861","1,503","2,203","2,712","2,278","3,708","5,730","5,686","5,299","3,273","445","24","16,404","16,404","783","1,172","1,566","1,248","2,196","3,295","2,891","2,181","969","101","2","16,457","16,457","720","1,031","1,146","1,030","1,512","2,435","2,795","3,118","2,304","344","22","32,050","32,050","1,387","2,048","2,516","2,124","3,477","5,505","5,919","5,155","3,404","490","25","16,062","16,062","721","1,083","1,498","1,129","2,066","3,211","3,074","2,147","1,018","113","2","15,988","15,988","666","965","1,018","995","1,411","2,294","2,845","3,008","2,386","377","23","31,274","31,274","1,210","1,994","2,334","1,838","3,264","5,354","6,197","4,907","3,628","533","15","15,730","15,730","626","1,077","1,366","987","1,934","3,133","3,285","2,089","1,113","120","0","15,544","15,544","584","917","968","851","1,330","2,221","2,912","2,818","2,515","413","15"
"전라남도 영광군 (4687000000)","55,618","55,618","4,054","5,127","5,571","5,508","7,495","9,190","7,737","7,411","3,061","428","36","27,724","27,724","2,077","2,712","3,036","2,966","4,289","4,887","3,748","2,978","966","63","2","27,894","27,894","1,977","2,415","2,535","2,542","3,206","4,303","3,989","4,433","2,095","365","34","54,774","54,774","3,839","4,842","5,398","5,322","7,195","9,098","7,809","7,488","3,278","465","40","27,296","27,296","1,958","2,535","3,006","2,838","4,124","4,861","3,826","3,064","1,016","65","3","27,478","27,478","1,881","2,307","2,392","2,484","3,071","4,237","3,983","4,424","2,262","400","37","54,127","54,127","3,726","4,652","5,307","5,107","6,893","9,006","8,068","7,322","3,548","463","35","27,000","27,000","1,890","2,441","2,952","2,727","3,930","4,846","3,974","3,041","1,119","77","3","27,127","27,127","1,836","2,211","2,355","2,380","2,963","4,160","4,094","4,281","2,429","386","32","53,852","53,852","3,795","4,392","5,219","5,031","6,820","8,863","8,188","7,219","3,784","501","40","26,828","26,828","1,928","2,294","2,871","2,652","3,871","4,827","4,059","3,048","1,174","99","5","27,024","27,024","1,867","2,098","2,348","2,379","2,949","4,036","4,129","4,171","2,610","402","35","53,099","53,099","3,765","4,169","5,012","4,871","6,553","8,543","8,467","7,171","3,965","549","34","26,468","26,468","1,926","2,147","2,813","2,508","3,702","4,711","4,261","3,075","1,215","107","3","26,631","26,631","1,839","2,022","2,199","2,363","2,851","3,832","4,206","4,096","2,750","442","31","51,985","51,985","3,631","4,000","4,661","4,592","6,218","8,415","8,671","6,956","4,279","537","25","25,959","25,959","1,825","2,084","2,647","2,359","3,459","4,682","4,435","3,024","1,328","116","0","26,026","26,026","1,806","1,916","2,014","2,233","2,759","3,733","4,236","3,932","2,951","421","25"
"전라남도 장성군 (4688000000)","46,104","46,104","3,529","3,910","4,346","4,714","6,205","7,601","6,366","6,151","2,899","346","37","23,275","23,275","1,796","2,070","2,331","2,527","3,651","4,215","3,177","2,524","902","78","4","22,829","22,829","1,733","1,840","2,015","2,187","2,554","3,386","3,189","3,627","1,997","268","33","46,111","46,111","3,414","3,738","4,400","4,557","6,153","7,647","6,529","6,178","3,079","380","36","23,300","23,300","1,737","1,981","2,352","2,451","3,587","4,260","3,298","2,596","955","79","4","22,811","22,811","1,677","1,757","2,048","2,106","2,566","3,387","3,231","3,582","2,124","301","32","45,795","45,795","3,250","3,634","4,376","4,267","5,991","7,779","6,642","6,069","3,333","416","38","23,205","23,205","1,640","1,936","2,385","2,247","3,489","4,367","3,396","2,597","1,057","87","4","22,590","22,590","1,610","1,698","1,991","2,020","2,502","3,412","3,246","3,472","2,276","329","34","45,739","45,739","3,090","3,468","4,749","4,030","5,789","7,689","6,869","6,034","3,527","453","41","23,489","23,489","1,567","1,841","2,842","2,129","3,354","4,364","3,521","2,634","1,129","104","4","22,250","22,250","1,523","1,627","1,907","1,901","2,435","3,325","3,348","3,400","2,398","349","37","44,464","44,464","2,781","3,283","4,273","3,661","5,536","7,481","7,260","5,937","3,710","502","40","22,781","22,781","1,403","1,731","2,542","1,941","3,166","4,268","3,812","2,612","1,183","118","5","21,683","21,683","1,378","1,552","1,731","1,720","2,370","3,213","3,448","3,325","2,527","384","35","43,365","43,365","2,438","3,164","3,897","3,369","5,239","7,435","7,642","5,717","3,922","528","14","22,206","22,206","1,222","1,654","2,329","1,810","2,920","4,256","4,082","2,536","1,279","116","2","21,159","21,159","1,216","1,510","1,568","1,559","2,319","3,179","3,560","3,181","2,643","412","12"
"전라남도 완도군 (4689000000)","52,668","52,668","3,731","4,394","4,242","5,243","6,764","8,729","7,978","7,838","3,315","408","26","26,285","26,285","1,922","2,273","2,383","2,918","3,978","4,552","3,929","3,282","984","62","2","26,383","26,383","1,809","2,121","1,859","2,325","2,786","4,177","4,049","4,556","2,331","346","24","52,109","52,109","3,565","4,259","4,149","5,017","6,663","8,657","7,943","7,854","3,553","427","22","26,092","26,092","1,867","2,198","2,321","2,774","3,950","4,557","3,956","3,316","1,085","66","2","26,017","26,017","1,698","2,061","1,828","2,243","2,713","4,100","3,987","4,538","2,468","361","20","51,477","51,477","3,510","3,996","4,071","4,749","6,443","8,644","8,026","7,709","3,867","440","22","25,822","25,822","1,803","2,096","2,322","2,624","3,778","4,636","3,995","3,301","1,203","62","2","25,655","25,655","1,707","1,900","1,749","2,125","2,665","4,008","4,031","4,408","2,664","378","20","50,689","50,689","3,356","3,798","3,860","4,436","6,360","8,371","8,262","7,572","4,159","493","22","25,457","25,457","1,732","1,952","2,255","2,439","3,719","4,554","4,111","3,289","1,318","86","2","25,232","25,232","1,624","1,846","1,605","1,997","2,641","3,817","4,151","4,283","2,841","407","20","49,916","49,916","3,153","3,637","3,777","4,008","6,216","8,081","8,621","7,428","4,410","559","26","25,099","25,099","1,624","1,877","2,207","2,187","3,626","4,485","4,303","3,284","1,404","99","3","24,817","24,817","1,529","1,760","1,570","1,821","2,590","3,596","4,318","4,144","3,006","460","23","48,631","48,631","2,887","3,490","3,562","3,611","5,916","7,871","8,737","7,319","4,589","633","16","24,475","24,475","1,497","1,815","2,096","1,947","3,451","4,432","4,365","3,276","1,470","124","2","24,156","24,156","1,390","1,675","1,466","1,664","2,465","3,439","4,372","4,043","3,119","509","14"
"전라남도 진도군 (4690000000)","32,078","32,078","2,073","2,704","2,668","2,770","3,975","5,443","4,792","5,173","2,209","259","12","15,701","15,701","1,050","1,405","1,475","1,528","2,329","2,901","2,371","2,004","590","47","1","16,377","16,377","1,023","1,299","1,193","1,242","1,646","2,542","2,421","3,169","1,619","212","11","31,765","31,765","1,965","2,611","2,627","2,620","3,908","5,415","4,839","5,156","2,335","277","12","15,592","15,592","988","1,341","1,475","1,465","2,287","2,875","2,434","2,047","632","47","1","16,173","16,173","977","1,270","1,152","1,155","1,621","2,540","2,405","3,109","1,703","230","11","31,219","31,219","1,879","2,464","2,570","2,517","3,745","5,341","4,889","4,991","2,508","302","13","15,328","15,328","935","1,251","1,445","1,389","2,209","2,851","2,471","2,056","664","57","0","15,891","15,891","944","1,213","1,125","1,128","1,536","2,490","2,418","2,935","1,844","245","13","30,715","30,715","1,808","2,329","2,499","2,367","3,619","5,195","5,021","4,850","2,687","327","13","15,093","15,093","888","1,201","1,408","1,302","2,098","2,824","2,526","2,029","750","67","0","15,622","15,622","920","1,128","1,091","1,065","1,521","2,371","2,495","2,821","1,937","260","13","31,227","31,227","1,704","2,279","2,700","2,313","3,722","5,109","5,355","4,747","2,913","367","18","15,429","15,429","809","1,191","1,553","1,259","2,154","2,823","2,700","2,012","863","65","0","15,798","15,798","895","1,088","1,147","1,054","1,568","2,286","2,655","2,735","2,050","302","18","30,066","30,066","1,547","2,153","2,417","2,079","3,398","4,958","5,515","4,519","3,074","397","9","14,908","14,908","758","1,087","1,419","1,108","1,975","2,802","2,815","1,954","918","72","0","15,158","15,158","789","1,066","998","971","1,423","2,156","2,700","2,565","2,156","325","9"
"전라남도 신안군 (4691000000)","42,652","42,652","2,019","2,626","3,830","3,618","5,255","7,866","7,040","7,018","3,014","351","15","22,555","22,555","1,037","1,384","2,216","2,307","3,489","4,648","3,712","2,850","836","71","5","20,097","20,097","982","1,242","1,614","1,311","1,766","3,218","3,328","4,168","2,178","280","10","42,070","42,070","1,972","2,468","3,620","3,418","5,097","7,768","7,046","6,978","3,328","359","16","22,301","22,301","1,016","1,307","2,094","2,165","3,406","4,621","3,747","2,925","938","77","5","19,769","19,769","956","1,161","1,526","1,253","1,691","3,147","3,299","4,053","2,390","282","11","41,263","41,263","1,856","2,339","3,424","3,259","4,863","7,592","7,246","6,728","3,550","391","15","21,915","21,915","965","1,217","2,009","2,036","3,281","4,529","3,895","2,874","1,021","82","6","19,348","19,348","891","1,122","1,415","1,223","1,582","3,063","3,351","3,854","2,529","309","9","40,274","40,274","1,733","2,185","3,152","3,051","4,570","7,361","7,448","6,585","3,748","424","17","21,402","21,402","908","1,145","1,862","1,907","3,055","4,394","4,068","2,901","1,073","84","5","18,872","18,872","825","1,040","1,290","1,144","1,515","2,967","3,380","3,684","2,675","340","12","38,938","38,938","1,560","2,040","2,779","2,682","4,324","7,042","7,641","6,406","3,950","496","18","20,769","20,769","795","1,057","1,679","1,710","2,899","4,277","4,208","2,881","1,166","92","5","18,169","18,169","765","983","1,100","972","1,425","2,765","3,433","3,525","2,784","404","13","38,217","38,217","1,412","1,957","2,538","2,469","4,102","6,903","7,970","6,209","4,131","515","11","20,455","20,455","725","1,000","1,554","1,549","2,719","4,250","4,410","2,877","1,264","102","5","17,762","17,762","687","957","984","920","1,383","2,653","3,560","3,332","2,867","413","6"
